Year,Week,week_start,week_start_num,week_end,week_end_num,Sex,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
2021,2,2021-01-11,2021.027397260274,2021-01-17,2021.0438356164384,male,0.022026664475484493,0.02656838614364825,0.02350931350519697,0.02537178868248336,0.02575677790468735,0.02178216150305884,0.026672439398101128,0.02807197590427464,0.03093359901762195,0.034758013946154465,0.03857750630803644,0.030002253481954542,0.0395402291685254,0.04035725660475935,0.04440615524452598,0.052884883297957694,0.059735497727853276,0.06652974153323028,0.0753818122381916,0.07951155833498777,0.08643860282494671,0.09101720866406612,0.09218406232655986,0.08787100159163537,0.08592815752753277,0.08281350805687844,0.08498020098286187,0.08242809617697663,0.08365725754983709,0.08767306777625558,0.08290204902738431,0.08215726791625111,0.08305829816664147,0.08264163483862061,0.07703783748731005,0.07520475605560152,0.07648061555709501,0.07795961023739693,0.07249170582975899,0.06834689665731088,0.07175228098691044,0.06609238416499662,0.07157523716215551,0.07067440586086896,0.07058588570803985,0.07379353568186398,0.07579320981373948,0.07687639874362208,0.08530833783114858,0.07575154915164821,0.07289787324564116,0.07205950552513965,0.07860538167137458,0.07333528785690926,0.06600907841667729,0.0669827226854009,0.07768880524853926,0.068315655631595,0.066623461447858,0.06893527281372634,0.06733157292897043,0.060870413094806536,0.0652437130996614,0.06346311085062685,0.05569061093514335,0.051630423255508776,0.04976180237769466,0.04749248124286842,0.0531243272434509,0.04794009179126749,0.05099539692903416,0.045166009402983244,0.04500466957782189,0.05394677354070843,0.050677886673886896,0.05743450681170985,0.08676154019273125,0.06551965984053856,0.06594139259443992,0.08653756728904136,0.11847646556352856
2021,2,2021-01-11,2021.027397260274,2021-01-17,2021.0438356164384,female,0.019716937581699536,0.023441682980160427,0.026261430256099703,0.02272896664100186,0.02450297212836152,0.026120959522060342,0.02710426262912664,0.027718186166832692,0.03271308770898183,0.035939216632492915,0.03481004874182383,0.034534264918116224,0.036875872197746386,0.036600077417683057,0.04065909164370792,0.05125565268236521,0.0647282693361684,0.07624627166915819,0.10202522251638883,0.09944102131126663,0.11473448389717948,0.10668857183538832,0.10162403769858418,0.11367656297733447,0.10261397986615212,0.1022544723733844,0.09887834936493159,0.09431467964738079,0.09532011129251444,0.09059527249092805,0.09783638035606547,0.08505832861606923,0.08935552922270638,0.08225101600072228,0.08300621506805617,0.07690764491296279,0.07950635037800766,0.07952197425050699,0.08773557311024044,0.0841051795104573,0.08062086505888992,0.08142291376854179,0.08192810664350345,0.08453227148487737,0.0840947626768539,0.08395934402990834,0.08957430529878199,0.08662611460077621,0.09826358512441119,0.10227010308225415,0.08890235313599765,0.09778428245368583,0.08935552922270638,0.09000665120355465,0.08952221567337101,0.08698030535554184,0.08430830818280301,0.08121979636713128,0.07845435376271323,0.08016776508739175,0.07988653260808785,0.07327279983002977,0.07203867668552773,0.060256098032071825,0.050542555023258974,0.041356441364500215,0.04415113818675808,0.03982644751018763,0.04245452592655975,0.044713218259352386,0.046607681029531826,0.03911350656623497,0.03834333317212995,0.044182364698067085,0.04673779776376086,0.04572289587116441,0.07932928015113494,0.06307263605279204,0.06078711571183947,0.09534615900280086,0.16414720746719738
2021,3,2021-01-18,2021.0465753424658,2021-01-24,2021.0630136986301,male,0.015878023903695297,0.02397232484672574,0.021839385499940696,0.02385787222141106,0.026381090810323773,0.02638629344935969,0.026672439398101128,0.02287463050003617,0.026089743854916102,0.030309231452433975,0.0327911368526245,0.028524622166475024,0.031901383559517896,0.030366464833802426,0.02808238152122697,0.03775009928085571,0.04277719025318065,0.05466512335425276,0.06142226162721129,0.06374946089924406,0.07111700888536641,0.06589973982454454,0.06959134611290509,0.06819069171642961,0.06593618599638126,0.06253638877551028,0.06761794428102148,0.06504065888593533,0.06913313531791078,0.06265092656447374,0.06482198600404518,0.06138581861899121,0.06878427298810555,0.05734600919441342,0.05946478762943292,0.05894940114538459,0.06284355886939895,0.05583636715666009,0.061297314276797306,0.053025426349704155,0.055118001162992085,0.053566780913322246,0.054311152640724496,0.057606296734054936,0.05696078602675669,0.061896023058197525,0.06073505491523971,0.05669529604532494,0.06564982390583558,0.06341625372006618,0.06320800031732524,0.06269257673209606,0.062151127155035346,0.06182834258950522,0.06392647808162462,0.060344600602125056,0.0628383525815075,0.06251035749502422,0.05490978099098171,0.056492275209413245,0.05989688326473763,0.052697493153177975,0.051609602597251045,0.052166558076805473,0.04765903355495698,0.04547828145439858,0.03863995265571749,0.040107463414704274,0.04617569580670892,0.0405341941737187,0.049532783825288924,0.03862434106176391,0.040216747787704746,0.04099215303028327,0.042673104767768456,0.043349664147074925,0.06839375823107996,0.052140531986948055,0.05325446028496681,0.06954448345987689,0.09557537941596181
2021,3,2021-01-18,2021.0465753424658,2021-01-24,2021.0630136986301,female,0.01741771675949474,0.02385266983533365,0.023145150177944288,0.020601280352981317,0.022926653405723044,0.02246365137478491,0.024393720774768243,0.0208561819440096,0.025314560798192203,0.027952311458987026,0.027380007050267125,0.025720359883225498,0.03108969208031053,0.03322301089830064,0.03823925656133371,0.0380363077694295,0.05082883393048463,0.06306222343165366,0.07347067883943317,0.0812979183507019,0.07980320475816531,0.07793877903434306,0.08179790182481247,0.08265205138113206,0.07697013730796483,0.06994542085632105,0.06780018141709734,0.07102848797908111,0.07016932230603598,0.07220530763603004,0.0745746492373627,0.0689873418207829,0.07082020408813727,0.06520726741316717,0.06473868229092572,0.06288000289925177,0.0696746576003342,0.06539990918822983,0.06302577927409199,0.0631403181410118,0.07035156838380503,0.06728471231242142,0.06460331404172481,0.07490272042961442,0.0750953981263477,0.07277289831823161,0.0781627149045561,0.07243442606481779,0.0793969834019767,0.07940219134800339,0.07804814294350221,0.07892827039575233,0.07069002707995525,0.0689456866109666,0.07246566956514419,0.0675606698844453,0.06921644607122289,0.0705806786449218,0.06339022199911475,0.06374946089924406,0.061547209277847924,0.06175545602942435,0.057335597719927085,0.050511324692360714,0.04202257520417025,0.036688539734962146,0.032447721496849546,0.033420737562001555,0.0346851653196942,0.032515363736050656,0.034175227792043225,0.03273910407717774,0.03201065068777843,0.03828088718065543,0.03357163473223588,0.03900942841394738,0.06167215722871442,0.04692516643303676,0.05250489843028631,0.07195536141051659,0.12964147069704926
2021,4,2021-01-25,2021.0657534246575,2021-01-31,2021.0821917808219,male,0.01370380555568146,0.02099143635685808,0.021839385499940696,0.018177176646680372,0.023878681770913925,0.019664917887047415,0.023337636190316008,0.023785038863731137,0.0211110847845598,0.023707003236566184,0.02397232484672574,0.024887954918197185,0.02467465329063319,0.027567305981562446,0.0278170389393853,0.02888882316900873,0.03618378618033077,0.04293852316729806,0.0496785227873878,0.05341062036466333,0.04904872520394517,0.05413937360402129,0.05468073976476109,0.0588869304035147,0.052884883297957694,0.05378540646930918,0.05297857862358471,0.05221340507136652,0.05370732580808273,0.05537827755048443,0.05776767566294422,0.05117757581959828,0.05451416496116303,0.04939225021295576,0.045884237924777395,0.04455187983905281,0.04835127231828574,0.046722183738465074,0.047279086872608504,0.04862192456618339,0.0456864638638262,0.0499752069366324,0.052265457337048,0.046722183738465074,0.044390541919330256,0.0488249146765687,0.04754973353997798,0.05439964509321392,0.05305665819056681,0.052895293881357074,0.05388951419999191,0.05624240449948423,0.05310350598702961,0.05000643694554887,0.046258969787315696,0.05295775742552236,0.050022051957037725,0.0462069235338087,0.04863753916192432,0.05058940055477179,0.045925874665032416,0.04453106201483111,0.0476798526314774,0.043110265206553824,0.040794397574719504,0.03700596458285459,0.03895738941592654,0.03239048582471813,0.03633469136879395,0.041476136659910255,0.03650641159870935,0.0392384006239477,0.03271308770898183,0.03408676975029946,0.03451345110398719,0.03259861584354137,0.05899104834831982,0.043781625893439875,0.042600245051943264,0.05725751172772303,0.07640770845656222
2021,4,2021-01-25,2021.0657534246575,2021-01-31,2021.0821917808219,female,0.013906659403238498,0.021246339860430657,0.02192782270989646,0.02272896664100186,0.01949845521384603,0.020897798648956165,0.02114229746315074,0.01879619667735517,0.022754978014472772,0.023530122915212774,0.025631916223012953,0.020606482413774968,0.028628679335480925,0.026745276800109165,0.029991847480813384,0.034409382158307654,0.04065909164370792,0.05254654047208713,0.0631663497368649,0.06600387181184146,0.06899254872435326,0.06713371727968584,0.07389247608324054,0.062328138896479944,0.061005771626723083,0.06319758766908112,0.05546677181900365,0.05933463904530671,0.05906393103372852,0.061094275472710444,0.06010512340727049,0.05586760068585457,0.05843401976941885,0.05183863029659091,0.05407170323021699,0.05187506661448893,0.05342623639842934,0.05088088481022107,0.05479005476961223,0.05861101885799315,0.05228627825790987,0.05158357678615503,0.05728354037876429,0.05919928486335408,0.059324227172648014,0.058574577819914195,0.05744491830599985,0.059990591225676376,0.0633537776116749,0.06852392949089309,0.06038624892250179,0.06327568258173835,0.06018841969777895,0.05562814410813002,0.058522519238396686,0.05698160882772436,0.05931381530207407,0.058074817588694115,0.05143262733865298,0.05710654580863387,0.04869479271976955,0.050318738066287845,0.04467158249006179,0.0394101304431067,0.03646478239998817,0.02953918844667389,0.024284469650704445,0.029018895573813784,0.030954411398908175,0.028972069470604087,0.02774420003613074,0.027010613913061827,0.02612616213506999,0.02672966877680145,0.0263186591824593,0.031516348842353034,0.04794009179126749,0.04366712965935757,0.04110664337461154,0.061547209277847924,0.0958671159486166
2021,5,2021-02-01,2021.0849315068492,2021-02-07,2021.1013698630136,male,0.01293400841061952,0.022031866678875005,0.021069467908921304,0.02385787222141106,0.022255561917126576,0.024019146447869892,0.023467694710147927,0.019623302168789433,0.023935908074983355,0.022089090950548597,0.025350978535455072,0.023275208216344843,0.02385787222141106,0.024372911019154214,0.02407117049859004,0.02724993874489564,0.033358297481712214,0.035293974835424964,0.04485373922682847,0.0400554233178139,0.05097457652503765,0.04520764556815752,0.04503069209641199,0.04658686238227465,0.041876857697568645,0.04473403615649916,0.04471842273285485,0.04879889025916121,0.0425169769302963,0.048101440724402096,0.04829401913867109,0.04789324864639044,0.04503069209641199,0.040903683391407354,0.04189767445922572,0.03842659461074213,0.04604558047898727,0.04313628677713261,0.041830020014312116,0.03760959750839559,0.041601036392344484,0.04191849122921623,0.04103378585360237,0.03977961167374313,0.03946737384218848,0.0451816229610197,0.04260544931397669,0.046331834629735294,0.04350579448467958,0.04668054636058976,0.042834437358960406,0.04582178287689639,0.039535025213256164,0.04149695326115035,0.03669374340536833,0.040221951811198545,0.04467158249006179,0.04248054716899888,0.04077878533393879,0.04453106201483111,0.03648039334560602,0.03947778173970141,0.03789580522364522,0.03984205946503962,0.030350855723541886,0.030647429619646536,0.02921660625225172,0.028644287928795312,0.031126113862355444,0.028899228949420045,0.029445535345368506,0.026896154600248367,0.02961202986430606,0.02775460558749269,0.023212780317314965,0.020559663885343877,0.039758795759982236,0.036428356878448344,0.03803110396466461,0.0465920670433061,0.05768438325000966
2021,5,2021-02-01,2021.0849315068492,2021-02-07,2021.1013698630136,female,0.014988559955247326,0.01795349895223509,0.02098103215876963,0.020471229002204546,0.019628504131747417,0.01958688844263142,0.019919814888100344,0.019347598876551086,0.022328393132581854,0.018822206083660593,0.02286422592514429,0.02074693825199469,0.02342087360553656,0.02491396737165714,0.025018017315627496,0.027728591712989088,0.03765122762362214,0.04427604434449943,0.048554261372144254,0.05517526185646289,0.05883487150928615,0.051167165580086396,0.056747352797597767,0.052577772025326264,0.05369691506211044,0.04598312523732999,0.052385177745849755,0.04719060653688801,0.05090170517670416,0.04987110704237662,0.047601781137507425,0.04769026217286333,0.0486427440282171,0.04421359122812214,0.046867914823574636,0.04574371417253374,0.04420318238268499,0.04775792424266213,0.04404704995115774,0.0447392406320852,0.04468719589964194,0.04628499293360102,0.04573850959640714,0.047273882142807255,0.04409388963139131,0.04825238050217909,0.05135455021016223,0.049839877114736066,0.04840332071809422,0.05543553853056972,0.04907474974638778,0.04957962844713192,0.04386489604021393,0.04837209167195751,0.0462225374043882,0.04381285218285383,0.05017299730986679,0.04459871997402092,0.04303220057294105,0.045774941640215214,0.042902093110681674,0.04086205067225217,0.035325196028371635,0.031651630985668644,0.027208316955887893,0.026963789618278017,0.023301219863057523,0.021709331052645418,0.022775787122620007,0.022926653405723044,0.021959035878733293,0.026578791459724534,0.02408677772395836,0.022963069470668257,0.024570604033717712,0.0216833202022213,0.04294893175959129,0.03145911419535494,0.036896686957493124,0.04529612252984231,0.06957051826190214
2021,6,2021-02-08,2021.1041095890412,2021-02-14,2021.1205479452055,male,0.013448939022773868,0.01697557056384844,0.01811475486771989,0.019441233793008373,0.019753351398926422,0.020783352790503123,0.02090300073941348,0.018452873733409373,0.015867620728645976,0.018317625923310314,0.02025274346511595,0.01775583109285882,0.019768957328396883,0.02304110398143001,0.020325571875480935,0.02112148900867509,0.024211635695512428,0.028972069470604087,0.03833292550167652,0.042829233074009355,0.039285235972925804,0.0446403556849714,0.03648039334560602,0.03910830265367026,0.034638334113721636,0.03876484557604809,0.03677700220273344,0.03824966421303955,0.03697474238074577,0.03614736085562561,0.0384422061453278,0.03653763351962092,0.03735981751693186,0.03463313064899739,0.03293682890085908,0.03517429376945432,0.034627927184788056,0.034409382158307654,0.03394627787563679,0.031578786710916344,0.03489330452319398,0.03114172320532524,0.03429490655862406,0.0344926372981892,0.02962763875278517,0.033831803295450234,0.03524714308114974,0.03957145291105434,0.03417002437365448,0.03936329498163858,0.03561659473314601,0.03398790505818819,0.033451957630262326,0.0340919731603515,0.03707881646067312,0.03246333123654997,0.03449784074885478,0.033550821303411006,0.03307211473972203,0.03476842090112277,0.033009675078052914,0.031224973113647688,0.027067843663946586,0.02957560914273836,0.02145442527949567,0.020668907183925566,0.025403003918641028,0.02445615009157144,0.02082496943715721,0.020674109251490356,0.02141280812906678,0.016653066298220602,0.02029956171720999,0.023441682980160427,0.022744573463521888,0.021485638164175366,0.0371360572934257,0.026901357290817052,0.027551697711517227,0.03593401303758634,0.04082041798642933
2021,6,2021-02-08,2021.1041095890412,2021-02-14,2021.1205479452055,female,0.011477666607101606,0.02042441059554951,0.018676553575927277,0.017943095361955784,0.01804713135840781,0.019066695138797746,0.017074402916619102,0.01632536239969773,0.020055066865433423,0.01782345422334967,0.018640140512742695,0.017053596089904432,0.019227954506435822,0.019706533638604806,0.019331993073529896,0.026422711937203202,0.028202046265837645,0.03278593357273398,0.03588718070688838,0.04273035175895994,0.04815348887414115,0.04380244341763234,0.04458831105149801,0.048585490527684766,0.04155940311487037,0.04002419928467469,0.039254012402257184,0.041346033090963276,0.04143450348242993,0.03865556425435226,0.03841098308084917,0.0368602611334012,0.036069306674310506,0.03574668396785748,0.036391931382424234,0.03639713502314873,0.03958706478935528,0.038384963874768564,0.03240609554723713,0.03254138000532251,0.04054460228475993,0.03373293908809078,0.03337390749475842,0.041101439262585165,0.03721411307599008,0.03933207136409338,0.037406651173937926,0.037406651173937926,0.0397379798545483,0.04174675312602411,0.03841098308084917,0.03855669087547414,0.03637111682472198,0.03505981648583682,0.03610052833277588,0.03513786915187837,0.03494013595879937,0.033743345837903234,0.036829039018782296,0.033035691594636325,0.03140187961135879,0.02819684344512536,0.026240619753038208,0.02470586810830804,0.021007042657905466,0.018291616769384955,0.018286414940164444,0.017209647493235516,0.017079604624602954,0.01646580667475668,0.019602494322149867,0.016205724983095086,0.01741771675949474,0.01819278210312578,0.02188620518059192,0.01840605714395244,0.030293622359353466,0.025085649890862198,0.02319197103429321,0.034612316795295764,0.04675861647145219
2021,7,2021-02-15,2021.123287671233,2021-02-21,2021.1397260273973,male,0.013573771454237438,0.018921041946253322,0.017084806333101374,0.02133477606178936,0.02250526936623804,0.02103305317005181,0.021667713698207417,0.020143501040820178,0.022052675497653,0.021818576766514677,0.023280410544644137,0.018697361052054044,0.019904208913349573,0.022905844237202794,0.025673536750258193,0.028477796508357196,0.031068879644879765,0.03608491750120283,0.03728696524542495,0.043328846804145935,0.046394290290221726,0.04407827639996077,0.04349538578092121,0.046269379044268207,0.04360988163684935,0.03712044615096944,0.036355505911910044,0.040216747787704746,0.04171032390431999,0.039233196698889965,0.0410493981709377,0.03689148326677245,0.037630412561842845,0.03728176151565438,0.03483606615918174,0.03480484525991087,0.039519413350584745,0.03431051685283013,0.03939451861792638,0.031006442388567118,0.037031983098929425,0.03522112545811492,0.03378497285800318,0.03677700220273344,0.032978455275331144,0.0367197617652276,0.03755235615438062,0.04305822210445517,0.039920119309618834,0.0389625933133828,0.036985149779365754,0.036282655047440146,0.037068409043306466,0.03803110396466461,0.034612316795295764,0.038338129336639964,0.037890601432940846,0.03235926639374339,0.032999268475063015,0.034222058580943855,0.030990833086205812,0.031984634684030094,0.027327979689076375,0.027895080734673915,0.02203706888279173,0.023894288938503202,0.02212030421618739,0.023795443622868267,0.01978456326255091,0.02420123085309847,0.02129315900711916,0.023072317818524892,0.023015092464833173,0.019987440832793094,0.021017446861203895,0.01925916605470958,0.03735461377987083,0.027400818009318758,0.027213519677689067,0.037021575690936115,0.036110935556430114
2021,7,2021-02-15,2021.123287671233,2021-02-21,2021.1397260273973,female,0.009990159585554366,0.02083537360402634,0.018000315134246866,0.019805371182045665,0.016070483017514972,0.021548063989735425,0.01924356027822808,0.01838524978438876,0.018629736785086778,0.01896785899936338,0.0215532661452516,0.020320369842783625,0.02241162893230172,0.023082722435053545,0.018759783530390296,0.02322838728504327,0.02949236187493729,0.03614736085562561,0.04159583223083947,0.0474664574922946,0.04828360947642229,0.04601435284877916,0.04726347268477339,0.044713218259352386,0.04313628677713261,0.04609762657100786,0.044390541919330256,0.04561880448933728,0.03936849891971599,0.042818824505675604,0.04408868522039551,0.03980563157767228,0.041444911773675035,0.03706320533540714,0.03447182350072227,0.038926166042108,0.03617858256095027,0.0355645591303851,0.03320740093055818,0.036672928726856444,0.0373858362100598,0.0338265999114264,0.039144730052542265,0.03471638614710906,0.04165828220330925,0.03804151157470937,0.03950900544473917,0.03980563157767228,0.04342252491295,0.044869352691096945,0.04236605379965862,0.041403278621194514,0.03495574644670323,0.036095324721732734,0.03711524243786269,0.03551772713242403,0.036995557180068694,0.03531478896197325,0.03425848255702427,0.0304601195937375,0.03385782022336224,0.03107408275295363,0.026578791459724534,0.025517459944863426,0.0211006805625262,0.019056291325799984,0.0199562288473898,0.018806600438315058,0.02122032924159188,0.02063249272556671,0.018744177903784062,0.01609649106050013,0.017870270288280813,0.020455622861971112,0.018395653463129862,0.02261971901449879,0.03153716145687352,0.023727812725693825,0.022380415491793343,0.035179497288331224,0.03958706478935528
2021,8,2021-02-22,2021.1424657534246,2021-02-28,2021.158904109589,male,0.017672602745281225,0.026048122994539687,0.024409328096941,0.028274885810422732,0.03025720116039645,0.02912815664528998,0.030007456483303132,0.02352492056192523,0.027973122647082346,0.02586082953510362,0.02948195597583279,0.026641223399901156,0.023176364077494654,0.022770584844805403,0.025673536750258193,0.028753548213157502,0.03282235654288404,0.039248808475631315,0.04733113419923833,0.046607681029531826,0.046274583673522954,0.05119839630487434,0.04777353857896834,0.04947552934478924,0.04065388757646613,0.04339650319913304,0.04471842273285485,0.040216747787704746,0.045139986816681604,0.04631101609290951,0.04481730782842382,0.039285235972925804,0.04115348040631489,0.040466541502732635,0.03918115747692687,0.03852026388854272,0.042017371000471676,0.04148654495948864,0.03793743556800442,0.04287607165729657,0.04023756388479322,0.04123674634460806,0.04552512242385097,0.04040409296147972,0.04103898995885807,0.041221133971023824,0.04381285218285383,0.04360467727429517,0.044156342604004487,0.04537419056222851,0.041824815829890366,0.04360988163684935,0.040029403288893,0.03747950361312576,0.03684985375978247,0.03728696524542495,0.0347215896201702,0.03809354965617889,0.03617337894209628,0.03539804555147377,0.03518990432765292,0.036110935556430114,0.0345758925713617,0.028269682982428317,0.025418611543743832,0.024097182543471058,0.023712205608064495,0.020934213293103472,0.02221394412551947,0.022905844237202794,0.02786386400250457,0.02245324688212468,0.017844261358116783,0.018697361052054044,0.021646905033478825,0.01981577514491542,0.030798318742308393,0.028571447866759088,0.021464829572307182,0.03159959935043292,0.03158398987001743
2021,8,2021-02-22,2021.1424657534246,2021-02-28,2021.158904109589,female,0.013906659403238498,0.025907652836718125,0.02585562694864049,0.025652726482471466,0.027801430594386087,0.026381090810323773,0.024258457512136344,0.026485143689994477,0.02602731257684399,0.027239533294520432,0.028691113736837876,0.023592551195225426,0.025881639886172834,0.027447642697634136,0.02757771149752676,0.030631820425052896,0.03894177772667087,0.04343813794749522,0.04952757886990812,0.05707010582485774,0.04906433992784663,0.04822115154669066,0.05248928267320329,0.05034996828152198,0.04673259308814325,0.04587382874492137,0.04405225435799227,0.045504304209995065,0.042959340353967965,0.04175195730263332,0.04429686206662687,0.045884237924777395,0.044994260574033315,0.04158021974943788,0.04138766619761088,0.043209147244036204,0.04219431421831167,0.03908748700863085,0.03692270541889027,0.04198614578923522,0.04340170754085238,0.04020633974228534,0.04234003261451287,0.03890014657824443,0.04398459710981265,0.03846822538004493,0.043713968997374064,0.04089327520849365,0.048944627164408505,0.0422515606824088,0.04429686206662687,0.03891575825500139,0.04036766468038552,0.03729216897572205,0.03688107588689908,0.035673833956322454,0.03852026388854272,0.03584034841836859,0.03819242215443822,0.03709963130165534,0.03322301089830064,0.030663038818931464,0.028701519477685403,0.027322776955817422,0.023504111153991303,0.025533067604319865,0.021433616700117793,0.020408804469361337,0.02142841455657151,0.019175935300943654,0.0212099249977005,0.01782345422334967,0.017979507937036752,0.017943095361955784,0.02107987212470984,0.018250002150173802,0.029757713005673345,0.02426886236600097,0.024955587324263617,0.028628679335480925,0.032905609141872724
2021,9,2021-03-01,2021.1616438356164,2021-03-07,2021.1780821917807,male,0.019597292361788067,0.031235379361559235,0.03275991718110858,0.036990353479453966,0.03788539764276301,0.03971195998447088,0.038728418443300106,0.03184414848872373,0.03994613928385569,0.04027919610396884,0.03651161525089567,0.03269747789430752,0.031901383559517896,0.035293974835424964,0.029154171219953295,0.03447702694930507,0.0367197617652276,0.042673104767768456,0.04837209167195751,0.05001164194886134,0.05338979899360749,0.048601105112485256,0.04886655377151615,0.048408525560937506,0.04768505740191277,0.04236605379965862,0.04356824675098306,0.0473519531444791,0.04584260121785537,0.048002549383415014,0.05139098618886756,0.043724377744885766,0.045124373271146836,0.04400021031311559,0.04325598616952369,0.04427604434449943,0.043937757528019816,0.04885614399465342,0.04338609451725118,0.043354868484106454,0.0431571040429735,0.043276803483284144,0.04368794713770722,0.04517121392180975,0.03946737384218848,0.04229319451405582,0.04600914824557059,0.04523887271391622,0.04784640554370527,0.04818471778899431,0.04767464786156875,0.04078398941368013,0.04150736156489537,0.042995770450690536,0.03707881646067312,0.03788539764276301,0.0371360572934257,0.035559355572975813,0.035039002461352296,0.03697474238074577,0.03437816151521754,0.03442499248688489,0.03195861869330353,0.03134984822602566,0.026870141155195655,0.02802515065375406,0.022016260070259024,0.021371191011945307,0.02221394412551947,0.018088745815271322,0.018978262794668205,0.02122032924159188,0.018874224935293928,0.022723764367865575,0.022588505449082363,0.019077098953877037,0.02599089436591945,0.021386797426959762,0.023322029189798366,0.026724466103410466,0.025824411440775286
2021,9,2021-03-01,2021.1616438356164,2021-03-07,2021.1780821917807,female,0.01836444243315097,0.02974730705346839,0.030725475662914902,0.033368704156553755,0.037687654001782055,0.041148276289595324,0.03361326161487789,0.030735881810861638,0.03371212559470242,0.03280154341396172,0.03306170812423626,0.03467996185028371,0.03108969208031053,0.026745276800109165,0.02871192522061522,0.033972294860823427,0.03836935235737405,0.04427604434449943,0.04924651205318179,0.05571663880187674,0.05219258417968321,0.05681502665345942,0.05321802300051733,0.050464479231184446,0.04707089808701724,0.04305822210445517,0.044390541919330256,0.04572810044572248,0.04861671970197451,0.04303220057294105,0.04822115154669066,0.044364519721096195,0.04700844161387242,0.046664932352484825,0.04427083991527267,0.041554198957526246,0.04229319451405582,0.04705007925430057,0.04555634976026216,0.045431440527134145,0.04222033533054472,0.04197053319065123,0.045020283087414396,0.04643592743888696,0.04282402878958494,0.044489426391390495,0.04748207174107489,0.04482251231234999,0.04482771679679127,0.04617569580670892,0.04365151655605729,0.040872458848916056,0.03986807940021081,0.04127837936375675,0.03828088718065543,0.033009675078052914,0.035627001859946744,0.03359244816939151,0.03032484055019417,0.036709354419722846,0.030605805111140496,0.028280088638943494,0.029721292182069287,0.0238058483840873,0.023785038863731137,0.02286422592514429,0.0177922435368097,0.018307222260180226,0.02049723924633706,0.017402111535642723,0.018421662669086174,0.020309965778955996,0.01832282775565302,0.015935241403672203,0.017589374530914144,0.013885853843992468,0.02779622781376272,0.02088219238070096,0.020616886536929273,0.024352101271867984,0.027067843663946586
2021,10,2021-03-08,2021.1808219178083,2021-03-14,2021.1972602739727,male,0.021386797426959762,0.03356643137424577,0.04124195047018165,0.04785161033081124,0.049772212335860946,0.05565417194359651,0.05964699619446942,0.04406266317321818,0.04330802946955082,0.04338089017709445,0.04533255426370225,0.04413552493813263,0.03654283717493163,0.03569464823491817,0.038384963874768564,0.044156342604004487,0.044125116108322,0.05426950918577807,0.05867869513931271,0.06639436862141183,0.06026130406143199,0.05854854852264078,0.05577390015455183,0.06102138994153751,0.05767917747863396,0.05522731708706406,0.05433717981699846,0.05955849481171074,0.05532101663345909,0.057965495678365515,0.05718983729600024,0.05366047746762417,0.05785617399786874,0.05177616809673049,0.057564650640157006,0.05588321745748403,0.05747094705084208,0.058361137966881575,0.06090685574181814,0.054555808612033296,0.05677338119327388,0.05016779229040901,0.05706490011497759,0.05232271488947558,0.05025627769209413,0.05568019979209666,0.05557088291595824,0.04938704527164747,0.056856672146997765,0.05710134009509994,0.052333125360327463,0.05615390891097462,0.049158028369738496,0.051031832656084485,0.047336338934769996,0.0467794351874785,0.04444258635487082,0.045759327904027466,0.03972236793093831,0.038863719350715045,0.03970675601202125,0.043937757528019816,0.03946737384218848,0.036110935556430114,0.032187559858427126,0.029034504284252208,0.025194902698206924,0.023795443622868267,0.02221394412551947,0.025376991220538814,0.023602955915841693,0.02702101931762926,0.02547063699459589,0.022578100931440505,0.024315684234152955,0.01759457629041233,0.022931855699151363,0.02088219238070096,0.025184497659046158,0.03015314073250295,0.027031424724278854
